frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
286,1787212245.91,-5.813,1.881,-1.664,0.260,0,236,0
287,1787212246.91,-5.839,1.614,-1.641,0.261,0,247,0
288,1787212247.91,-5.839,1.369,-1.419,0.215,0,247,0
289,1787212248.91,-5.755,1.167,-0.906,0.252,0,195,0
290,1787212249.91,-5.552,1.007,-0.530,0.210,0,225,0
291,1787212250.91,-5.467,0.961,-0.443,0.010,1,241,0
292,1787212251.91,-5.457,0.957,-0.362,0.008,1,253,1
293,1787212252.91,-5.450,0.954,-0.282,0.006,1,253,1
294,1787212253.91,-5.445,0.953,-0.209,0.004,1,253,1
295,1787212254.91,-5.441,0.952,-0.140,0.003,1,253,1
296,1787212255.91,-5.439,0.952,-0.075,0.001,1,253,1
297,1787212256.91,-5.439,0.952,-0.012,0.001,1,253,1
298,1787212257.91,-5.440,0.952,0.054,0.001,1,253,1
299,1787212258.91,-5.440,0.952,0.117,0.001,1,253,1
300,1787212259.91,-5.442,0.952,0.182,0.003,1,253,1
301,1787212260.91,-5.446,0.951,0.253,0.004,1,253,1
302,1787212261.91,-5.451,0.949,0.325,0.006,1,253,1
303,1787212262.91,-5.458,0.947,0.405,0.008,1,253,1
304,1787212263.91,-5.466,0.943,0.487,0.010,1,241,0
305,1787212264.91,-5.476,0.937,0.572,0.012,1,253,1
306,1787212265.91,-5.485,0.931,0.666,0.014,1,225,0
307,1787212266.91,-5.498,0.920,0.767,0.016,1,209,0
308,1787212267.91,-5.491,0.926,0.869,0.015,1,241,0
309,1787212268.91,-5.483,0.937,0.966,0.013,1,253,1
310,1787212269.91,-5.477,0.947,1.055,0.011,1,253,1
311,1787212270.91,-5.472,0.957,1.136,0.009,1,253,1
312,1787212271.91,-5.469,0.964,1.217,0.004,1,253,1
313,1787212272.91,-5.469,0.965,1.222,0.000,1,253,1
314,1787212273.91,-5.469,0.965,1.220,0.000,1,253,1
315,1787212274.91,-5.467,0.970,1.279,0.005,1,253,1
316,1787212275.91,-5.466,0.974,1.351,0.003,1,253,1
317,1787212276.91,-5.465,0.976,1.419,0.002,1,253,1
318,1787212277.91,-5.465,0.977,1.483,0.000,1,253,1
319,1787212278.91,-5.465,0.976,1.548,0.000,1,253,1
320,1787212279.91,-5.465,0.975,1.613,0.000,1,253,1
321,1787212280.91,-5.465,0.974,1.678,0.002,1,253,1
322,1787212281.91,-5.465,0.971,1.745,0.003,1,253,1
